,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,大崎恭義,皆さん、おはようございます。初めに、市民憲章の唱和を行いたいと思います。恐れ入りますが、議員の皆様、執行部の皆様、傍聴席におられる皆様方の御起立をお願い申し上げます。＜全員起立＞,2011101125206,225206201110,,,,,,,,,,,,,,,,,
1,大崎恭義,私が「一つ」と申し上げますので、その後に続いて大きな声で御唱和をいただきたいと思います。よろしくお願いいたします。草津市民憲章私たち草津市民は、一つ、古い歴史にとけあった新しい文化をつくり、住みよいまちをきずくためにあたたかい心を持ちあって、ともにあすへの歩みを進めましょう。一つ、豊かな生産に努めましょう。一つ、高い教養を伸ばしましょう。一つ、明るい環境を整えましょう。一つ、良い風習を育てましょう。どうもありがとうございました。どうぞ御着席願います。開会午前9時58分,2011101125206,225206201110,,,,,,,,,,,,,,,,,
2,大崎恭義,一般選挙後、最初の議会でございますので、議長が選出されるまでの間、地方自治法第107条の規定によりまして、年長の議員が臨時に議長の職務を行うことになっております。出席議員中、宇野房子議員が年長の議員でございます。宇野議員が議長の職務を行いますので、御紹介申し上げます。宇野議員、どうぞ議長席の方へお着き願います。,2011101125206,225206201110,,,,,,,,,,,,,,,,,
3,宇野房子,おはようございます。ただいま、議会事務局長さんから御紹介をいただきました宇野房子でございます。地方自治法第107条の規定によりまして、臨時の議長の職務を行いたいと思います。議長選出まで懸命に務めてまいりたいと思いますので、どうぞよろしくお願いを申し上げます。それでは、ただいまより平成23年10月草津市議会臨時会を開会いたします。直ちに本日の会議を開きます。△〜日程第1．仮議席の指定〜,2011101125206,225206201110,,,,,,,,,,,,,,,,,
4,宇野房子,日程第1、この際、議事の進行上、仮議席の指定を行いたいと思います。仮議席は、ただいま御着席の議席とさせていただきます。△〜日程第2．会議録署名議員の指名〜,2011101125206,225206201110,,,,,,,,,,,,,,,,,
5,宇野房子,日程第2、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づきまして、1番瀬川裕海議員24番藤井三恵子議員を指名いたします。△〜日程第3．議長の選挙〜,2011101125206,225206201110,,,,,,,,,,,,,,,,,
6,宇野房子,日程第3、これより議長の選挙を行いたいと思います。選挙の方法については、投票により行いたいと思います。議場の閉鎖を命じます。「議場の閉鎖」,2011101125206,225206201110,,,,,,,,,,,,,,,,,
7,宇野房子,ただいまの出席議員数は、24名であります。これより、投票用紙を配付させます。「投票用紙配付」,2011101125206,225206201110,,,,,,,,,,,,,,,,,
8,宇野房子,投票用紙の配付漏れはございませんか。〔「なし」と呼ぶ者あり〕,2011101125206,225206201110,,,,,,,,,,,,,,,,,
9,宇野房子,配付漏れなしと認めます。投票箱を改めさせます。「投票箱点検」,2011101125206,225206201110,,,,,,,,,,,,,,,,,
10,宇野房子,投票箱、異状なしと認めます。念のために申し上げます。投票は、単記無記名であります。白票は、無効といたします。自席にて、投票用紙に被選挙人の氏名を記載の上、点呼に応じて、順次、投票をお願いいたします。事務局長に点呼を命じます。,2011101125206,225206201110,,,,,,,,,,,,,,,,,
11,大崎恭義,私の方から議席順にお呼びいたしますので、投票をお願いいたします。「事務局長点呼」なお、臨時議長は議長席から投票をお願いします。,2011101125206,225206201110,,,,,,,,,,,,,,,,,
12,宇野房子,投票漏れはございませんでしょうか。〔「なし」と呼ぶ者あり〕,2011101125206,225206201110,,,,,,,,,,,,,,,,,
13,宇野房子,投票漏れがなしと認めます。それでは、投票を終了いたします。議場の閉鎖を解きます。「議場の開鎖」,2011101125206,225206201110,,,,,,,,,,,,,,,,,
14,宇野房子,ただいまから開票を行いたいと思います。会議規則第31条第2項の規定によりまして、立会人に、2番、中嶋昭雄議員、23番、木村辰已議員を指名いたしたいと思います。よって、両議員の立ち会いをお願いいたします。「開票」,2011101125206,225206201110,,,,,,,,,,,,,,,,,
15,宇野房子,それでは、選挙の結果を御報告申し上げます。投票総数24票、これは先ほどの出席議員数に符号いたしております。そのうち、有効投票24票、無効投票ゼロでございます。有効投票中、清水正樹議員、12票、奥村恭弘議員、6票、中村孝蔵議員、3票、藤井三恵子議員、3票。以上のとおりであります。この選挙の法定得票数は、投票総数の4分の1、すなわち6票以上でありますので、よって、9番、清水正樹議員が議長に当選されました。ただいま議長に当選をされました清水正樹議員が議場においでになりますので、会議規則第32条第2項の規定によりまして、当選の告知をさせていただきます。それでは、ただいま議長に当選されました清水正樹議員より就任のあいさつをお願いいたします。,2011101125206,225206201110,,,,,,,,,,,,,,,,,
