,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,清水正樹,皆さん、おはようございます。これより、本日の会議を開き、直ちに日程に入ります。△〜日程第1．会議録署名議員の指名〜,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
1,清水正樹,日程第1、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づき、11番宇野房子議員13番篠原朋子議員以上の両議員を指名いたします。△〜日程第2．議第86号から議第114号までの各議案に対する質疑および一般質問〜,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
2,清水正樹,日程第2、これより、9日に引き続き、議第86号から議第114号までの各議案に対する質疑および一般質問を行います。それでは、発言通告書が提出されておりますので、順次、これを許します。まず、12番、杉江昇議員。,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
3,杉江昇,おはようございます。議案質疑、一般質問の2日目トップで、杉江昇、質問させていただきます。きのうは、南草津祭り、みなくさまつりですね、これが盛大に行われまして、季節的にはちょっと肌寒い感じもいたしましたが、大勢の方、地元の方や引っ越してこられた方、はたまた電車やほかの乗り物で来られた方が入りまじって、これから迫力のある、にぎわいのある草津ができていくのかなという予感をいたしました。担当部長におかれましては、御盛会、まことにおめでとうございます。頑張って市政の発展、これに尽くしていく一助となりたい、かように思います。それでは、議長のお許しをちょうだいいたしましたので、順次質問をしてまいります。私たちが活動する市町村、草津市のことが基礎自治体と呼ばれ出して久しゅうございます。憲法13条には、「すべて国民は、個人として尊重される。生命、自由及び幸福追求に対する国民の権利については、公共の福祉に反しない限り、立法その他の国政の上で、最大限の尊重を必要とする」とあります。先ごろ、ブータン国王御夫妻が来日をなさり、各地で尊敬のまなざしを集めたことは、報道などでよく知られております。我が草津市は、地域で生を営み活動する国民と直に接する基礎自治体であり、県や国ではなかなか見られない、国民たる草津市民の泣き笑いや喜び、願いが直接見えてくることが多うございます。6月には、条例制定をいたしました「自治体基本条例」、市のことを「地方政府である草津」と表明し、今後、幸福の追求を、市民、議会、行政が手を携えて、三者が一体となって進んでいく姿を想像しております。さらなる市民サービスの充実を目指すために、幸福について種々御質問いたします。まず最初に、希望と幸福についてお尋ねを申し上げます。辞典広辞苑によりますと、希望は、あることを成就させようと願い望むこと、願い、望みとあります。幸福とは、満ち足りた状態にあって、幸せだと感ずることとあります。執行部は、市民の希望に対して幸福を施策にどのように反映させておられるのでしょうか、お尋ね申し上げます。,2011121225206,125206201111,,草津市,25206.0,2239.0,杉江昇,杉江 のぼる,スギエ　ノボル,49.0,男,,現職,無所属,新生会,,,,0.0
4,清水正樹,それでは、答弁を求めます。藤田総合政策部長。,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
5,藤田広幸,希望と幸福についてのお尋ねでございますが、今月の5日に、内閣府は、国内総生産などの経済統計ではあらわせない国民の幸福度をはかる指標の試案を発表されたところであります。この試案では、心の幸福感を基本として、「経済社会状況」、「心身の健康」、「地域や人との関係性」の三つを柱にし、貧困率や育児休暇の取得率など、132項目について数値化する内容となっております。こうした判断基準をかんがみますと、「幸福度」については、個々の主観をよりどころとするところもあり、行政の施策だけで市民の皆様が幸福感を感じていただくことは困難でありますものの、幸福という視点に注目する意味は、個々の人の心のありように注目をいたしまして、自分の幸せではなく社会全体の幸せを深めていくために、国や社会、地域がどのような状況にあり、どこを目指そうとしているのかといった点を皆で議論し、考えを深めることにあると考えております。草津市といたしましては、「出会いが織りなすふるさと“元気”と“うるおい”のあるまち草津」を将来ビジョンとして、ひいては市民の希望に対する幸福増進を図るため、第5次草津市総合計画の基本構想の中で掲げました、まちづくりの基本方向であります「人が輝き、安心が得られ、心地よさが感じられるまちを市民との協働のもと、持続可能な地域経営を行うこと」にしております。このように、行政サービスに満足していただけるよう取り組むことが、草津市に住み続けたいまち、草津市民として喜びが感じられるまちになり、市民の希望に対し幸せを最大限に感じていただけるものと考えております。そういう意味において、140の施策ごとの計画の進捗を図りつつ、市民の希望をかなえ幸福増進につながる施策展開を、あらゆる分野で取り組んでまいりたいと考えております。,2011121225206,125206201111,,,,,,,,,,,,,,,,,
6,清水正樹,杉江議員。,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
7,杉江昇,今、部長は「満足」というお言葉を使われました。満足を、これをまた辞書で調べますと、十分なこと、完全なこととあります。草津市のみならず、市町村、あるいは県、国、すべての行政において、今までは個々の満足を提供しよう、それを必死になって追い求めていたのではないかと思います。このままでは、お金も底をつきかけるような時代背景があって、人々が手を携えてやっていくような行政ということを標榜していく時期でございますので、まず聞きたいのが、個々が満足、十分、完全になっておればという思いがあれば、そこで例えば杉江がおおきに満足した、ここでとまってしまうんじゃないかという思いがあります。しかし、幸福というのは、私から、草津の施策によって杉江が受けたサービスが、ほかの市民にも伝わっていく、伝播していくというような言い方がええのかもわかりませんけど、そのサービスが万民に通用するものでなければいけないと思います。そこで、私で立ちどまってしまうのではなく、市民総体に与える影響は少ないのではないかと思い、満足という言葉について、もう一度、質問申し上げます。,2011121225206,125206201111,,草津市,25206.0,2239.0,杉江昇,杉江 のぼる,スギエ　ノボル,49.0,男,,現職,無所属,新生会,,,,0.0
8,清水正樹,藤田総合政策部長。,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
9,藤田広幸,従来の施策展開の上において、満足ということを主眼に置きながら今日まで施策展開をしてきたところでございますが、先ほども申し上げましたように、満足が市民の幸福と、幸せというところに結びついているかという、そういう考え方に立ちますと、今後の施策の展開にあっては、そういう視点を考えていかなければならないというふうには思っております。しかしながら、満足という、そのベースはやはりこれは捨ててはいけないだろうなというふうに思っております。以上です。,2011121225206,125206201111,,,,,,,,,,,,,,,,,
10,清水正樹,杉江議員。,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
11,杉江昇,そうですね、後ほど質問いたしますまちづくり協議会なども、こういう転換の時期にあって、自己満足、それにとどまることなく、隣御近所、あるいは町内会、小学校区、中学校区、いろんな場面で幸福の輪が広がっていくような、誘導と言ってもええんでしょうか、施しをしていく、このことが大切かと思いますので、どうぞよろしくお願い申し上げます。次に、憲法13条に対する市行政の姿勢についてお尋ねします。国民たる草津市民の幸福追求権については、個々に求めていること、求め方が違いますが、個々に十分に満ち足りた状態にしようと考えると、先ほどおっしゃいましたように、常に細分化しなければならないし、限りある予算や市職員の人数的な対応力など、いろいろな条件で制約がかかるのは当たり前やと思います。そこで、24年4月1日施行の30条から成る自治体基本条例は、どれも大切な大事な条文ですが、特に前文には、「さまざまな個性ある市民が、互いの存在と権利を尊重しあいながら、暮らしや活動の中で力を合わせて連携し、その積み重ねによって、『いてよかった』と実感できるまちをつくること、それがわたしたちの目標です」とありまして、続いて、「わたしたちはまちづくりの主体として、自ら必要と考えるまちづくりに協働して取り組みます」と、このように前文では書かれております。また、第2章ではですね、市民、議会、市長、おのおのが責務を伴い役割を明文化しています。このあたりに、先ほどちょっと触れましたことでございますが、この制約のある状態の中で、市民の幸福追求の原動力の一助のように考えられますが、執行部の所感をお伺いします。,2011121225206,125206201111,,草津市,25206.0,2239.0,杉江昇,杉江 のぼる,スギエ　ノボル,49.0,男,,現職,無所属,新生会,,,,0.0
12,清水正樹,藤田総合政策部長。,2011121225206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
13,藤田広幸,憲法13条に対する市行政の姿勢についてでございますが、去る6月に制定をいたしました草津市自治体基本条例の第3条におきまして、市政の主体である市民の役割を明記しております。本条が示す市民の役割は、市民同士が互いの権利を尊重し合い、一人一人がまちづくりの主体であることの自覚を持ち、その発言と行動には責任を持とうという個人としての行動規範を指したものであります。本条が示す権利には、法律で定められた一定の利益を主張、または受け入れることができる地位、他人に対し一定の行為・不作為を求めることができる地位のみならず、憲法13条にで定められている基本的人権の尊重を基盤とした幸福追求権も含めております。草津市としては、憲法13条の趣旨にのっとり、市民は権利の行使に当たっては、互いの権利を尊重し、信義に従い誠実に行う中で、市行政として市民の基本的人権や幸福追求権を最大限尊重したまちづくりに取り組む姿勢を条例で示しております。その意味において、自治体基本条例は、市民の幸福追求の原動力になるというふうに考えております。,2011121225206,125206201111,,,,,,,,,,,,,,,,,
