,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,山本勝彦,皆さん、おはようございます。初めに、市民憲章の唱和を行いたいと思います。恐れ入りますが、議員の皆様、執行部の皆様、また、傍聴席におられる皆様の御起立をお願いいたします。＜全員起立＞,2011012425206,,,,,,,,,,,,,,,,,,
1,山本勝彦,私が「一つ」と申し上げますので、その後に続いて大きな声で御唱和をいただきたいと思います。よろしくお願いいたします。草津市民憲章私たち草津市民は、一つ、古い歴史にとけあった新しい文化をつくり、住みよいまちをきずくためにあたたかい心を持ちあって、ともにあすへの歩みを進めましょう。一つ、豊かな生産に努めましょう。一つ、高い教養を伸ばしましょう。一つ、明るい環境を整えましょう。一つ、良い風習を育てましょう。どうもありがとうございました。どうぞ御着席願います。開会午前10時00分,2011012425206,,,,,,,,,,,,,,,,,,
2,行岡荘太郎,皆さん、おはようございます。これより、平成23年1月草津市議会臨時会を開会し、直ちに本日の会議を開きます。これより、日程に入ります。△〜日程第1．会議録署名議員の指名〜,2011012425206,,,,,,,,,,,,,,,,,,
3,行岡荘太郎,日程第1、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づき、6番久保秋雄議員16番藤井三恵子議員以上の議員を指名いたします。△〜日程第2．諸般の報告〜,2011012425206,,,,,,,,,,,,,,,,,,
4,行岡荘太郎,日程第2、諸般の報告をいたします。本臨時会の説明員として、お手元に配付いたしておきました文書のとおり、あらかじめ出席を求めておきましたので、御了承願います。△〜日程第3．会期の決定〜,2011012425206,,,,,,,,,,,,,,,,,,
5,行岡荘太郎,日程第3、会期の決定の件を議題といたします。お諮りいたします。本臨時会の会期は、本日1日間といたしたいと思います。これに御異議ございませんか。〔「異議なし」と呼ぶ者あり〕,2011012425206,,,,,,,,,,,,,,,,,,
6,行岡荘太郎,御異議なしと認めます。よって、本臨時会の会期は、本日1日間と決定いたしました。次に、市長より議案が提出されておりますので、事務局長より報告いたします。事務局長。,2011012425206,,,,,,,,,,,,,,,,,,
7,山本勝彦,草総発第52号平成23年1月24日草津市議会議長行岡荘太郎様草津市長橋川渉議案の提出についてこのことについて、地方自治法（昭和22年法律第67号）第149条第1号の規定に基づき、本日開会の草津市議会臨時会に別添のとおり議案を提出します。議第1号平成22年度草津市一般会計補正予算（第4号）他補正予算1件以上。△〜日程第4．議第1号および議第2号〜,2011012425206,,,,,,,,,,,,,,,,,,
8,行岡荘太郎,日程第4、議第1号および議第2の議案2件を一括議題といたします。事務局長より、議件を報告します。事務局長。,2011012425206,,,,,,,,,,,,,,,,,,
9,山本勝彦,議第1号平成22年度草津市一般会計補正予算（第4号）他1件以上。,2011012425206,,,,,,,,,,,,,,,,,,
10,行岡荘太郎,提案者の説明を求めます。橋川市長。,2011012425206,,,,,,,,,,,,,,,,,,
11,橋川渉,"登壇皆さん、おはようございます。緊急にお諮り申し上げたい事案が生じましたので、本日、ここに臨時市議会を招集いたしましたところ、議員各位には御出席をいただき、ありがとうございます。それでは、ただいま上程をいただきました議第1号および議第2号の各議案につきまして、提案理由の説明を申し上げます。議案の内訳といたしましては、補正予算が2件でございまして、平成22年度の一般会計及び公共下水道事業特別会計の補正予算でございます。補正予算の規模といたしましては、一般会計で8億5,523万2,000円、公共下水道事業特別会計で13億4,151万6,000円でございます。これらの主な内容につきまして御説明を申し上げますと、まず一般会計では、教育費として、子供たちの快適な学習環境の確保、教育の充実を図ることを目的に、草津市内の公立のすべての幼稚園、小・中学校の普通教室や特別教室等に空調設備を整備し、ことしの2学期始業から稼働を目指すため、本臨時市議会へ提案させていただいたところでございます。なお、これらに見合う歳入といたしましては、国庫支出金、繰越金及び市債を充当することといたしております。次に、公共下水道事業特別会計につきましては、補償金免除繰上償還に伴う市債償還元金を計上するものでございまして、高金利の地方債の公費負担を軽減する目的で、今年度から3年間にわたって実施するものであります。これらに見合う歳入といたしましては、一般会計からの繰入金及び市債を充当することといたしております。以上、まことに簡単でございますが、提案理由の説明を終わらせていただきます。何とぞよろしく御審議をいただき、適正なる議決を賜りますよう、お願い申し上げます。",2011012425206,,,,,,,,,,,,,,,,,,
12,行岡荘太郎,それでは、これより議第1号および議第2号の議案2件に対する質疑を行います。質疑の通告がございますので、これを許します。まず、17番、中島一廣議員。,2011012425206,,,,,,,,,,,,,,,,,,
13,中島一廣,おはようございます。今議会に提案されました議第1号につきまして、何点か質問をさせていただきたいと思いますので、よろしくお願い申し上げます。この議案につきましては、前回の議会において、いわゆる各会派をまたがった形の中で非常に議員の皆さんからですね、質問も出、議員の皆さんから小学校に対しての環境について、いろいろな質問がございました。その中で決断をしていただいて、幼稚園、小学校、中学校、全教室にですね、エアコン設置という形のものを、今回、臨時会で提案されております。私は、いろんな過程を経ながら、こういった環境づくりについてはですね、いい決断をしていただいたという形の中で、それを踏まえ質問をさせていただきますので、よろしくお願いを申し上げたいと思います。まず、御承知のように、文科省の基準では、夏の教室内の温度は30度以下が適切というような形が示されておりますが、その中でもですね、説明を受けました25度から28度ぐらいが、いわゆる児童にとって、いわゆる教育を受けやすいというような環境が一番大事やということも話を聞いております。そしてまた、去年、あれだけ暑い中でですね、私もちらちらと地域を回ってますと、こんな暑い中で、いつになったら教育委員会もですね、子供たちが、しっかり学習を受けていただける環境をつくっていただけるんやというような声も多数聞いてまいりました。この空調設備につきましてはですね、当初、橋川市長のマニフェストに載っております。学習の環境を整えるために、エアコンの設置という形の中で、当初はですね、音楽室だけというような形の中で出発しました形のものが、今回、たまたま国の緊急経済対策を通じながらですね、国の補助もですね、とれた形の中で、市の負担もございますけども、最小限の中でですね、こういった形が出てきたという形でもあります。特に、堀議員もですね、後から質問に立たれるということでございますけども、私は私なりの話の中でですね、しっかりした形の中でやっていきたいと思いますので、ひとつよろしくお願い申し上げます。こういったことを踏まえてですね、市長のマニフェストにある公立小学校、幼稚園も含めまして完全冷房化を完遂する意義について、まずは橋川市長の所見をお伺いしたいと思います。,2011012425206,,,,,,,,,,,,,,,,,,
14,行岡荘太郎,橋川市長。,2011012425206,,,,,,,,,,,,,,,,,,
