,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,行岡荘太郎,皆さん、おはようございます。これより本日の会議を開き、直ちに日程に入ります。△〜日程第1．会議録署名議員の指名〜,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
1,行岡荘太郎,日程第1、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づき、3番西田操子議員22番新庄敏夫議員以上の両議員を指名いたします。△〜日程第2．議第40号から議第49号までの各議案に対する質疑および一般質問〜,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
2,行岡荘太郎,日程第2、これより議第40号から議第49号までの各議案に対する質疑および一般質問を行います。それでは、発言通告書が提出されておりますので、順次、これを許します。まず、17番、中島一廣議員。,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
3,中島一廣,"おはようございます。6月定例議会、私どもにとりましては、4年1期、最後の議会となりました。私も、この4年間、議長、副議長を務めさせていただきまして、その間、質問には立てませんでしたけども、この4年間の中でいろいろと質問もし、いろんな形の中で提言も申し上げてきたつもりでございます。残された9月までの任期、真剣に議員活動をやっていきたいなと、こう思いますので、ひとつよろしくお願い申し上げたいと思います。それでは、議長のお許しを得ましたので、何点か質問をさせていただきたいと思います。まず、橋川市長、いわゆる座右の銘として「至誠」という言葉、よく耳にします。この「至誠」、これね、考えますとですね、「誠は天に通ずる」ということで、この市長の座右の銘、市長におなりになって行政に対して一生懸命にお取り組みになってきたということはですね、私の頭の中に残っております。そしてまた、これと同時にですね、「三現主義」という一つの形のものをしっかりと実践しながら本日までおやりになってきたということでございますが、先般、「もっと草津」宣言で、このロードマップの実行計画と進捗状況、これもお聞きしました。その中でですね、65項目でしたかな、ありました。何点かはですね、今年度中に頑張ってやっていくというお話も聞かせていただいた中で、草津川跡地利用、それから、今、真剣に議論されております自治体基本条例、この2点に絞ってですね、市長の考え方を、取り組み方を改めてお聞きしたいと思いますので、よろしくお願い申し上げたいと思います。書物によりますとですね、ドイツの社会学者のマックス・ウェーバーが職業としての誠意、これは誠意とは情熱と判断力の二つを駆使しながら、かたい板にですね、力を込めてじわじわと穴をあけていくと。これは、ほんまに市長としてですね、13万市民のためにしっかりやっていただく、この言葉がぴったりじゃないかなと、こう僕は思っております。これからのことを図りますとですね、市長がおっしゃっとる至誠、これに対して粘り強く対処していただきたいなと、こう思います。また、私もですね、先ほど言いましたように、9月まであと3カ月半という形の中でですね、議員各位のですね、御厚意も得ながら、副議長、議長を務めさせていただきました。その間、議員各位のですね、御協力を得ながら議会改革、これにもですね、微力ながら取り組めたと、こう思っております。こういった形のものにつきましてもですね、先ほど言いましたように、しっかりと取り組んでいきたいなと、こう思います。そしてまた、今、いろんな議論がされております自治体基本条例、こういった形のものもにらみながらですね、私どもも議会基本条例、こういった形のものをですね、念頭に置きながら、残された任期の中でひとつ頑張っていきたいなと、こう思っておりますので、よろしくお願い申し上げたいと思います。それでは、市長の、今、言いました「もっと草津」宣言の実行計画、これと進行状況に睨んでですね、今後約3,000人の方の市民の皆さんに意識調査をなさるということも聞いております。その内容はですね、先ほど言いましたように、取り組み中や未実施という形のものもあります。今議会に提案されております草津市自治体基本条例をもって、おおむねですね、実現できるものであると、僕はそう感じております。特に、全国的にですね、非常に厳しい財政状況の中で、さまざまな市民の皆さんのニーズに応じた施策を一つ一つ着実にですね、実行していただいたことにつきましては、私自身、一定の評価はしております。菅さんが、「一定、一定」と言うてますけども、そんな違った意味でですね、一定評価をさせていただきたいと、こう思っております。しかし、市長が掲げられております「もっと安心」、「もっと活力」、「もっと安全」、「もっと透明」、これをですね、第1ステージに個別のテーマや全般的な事項、これがあると思いますので、まず草津川の跡地利用について質問をさせていただきたいと思います。草津川跡地利用につきましては、市としての方向性である土地利用基本構想、これを取りまとめて、これから本格的に事業実施に向けて進めていくことになりますが、粘り強くチャレンジをしていただき、一日も早く事業着手できるよう不退転の決意で取り組みをいただきたいと、このように思っております。そこで、市が積極的に事業主体となり、基本構想に掲げられました「どこにもない魅力的なまちづくり」、この実現に向け今年度から草津川整備室、これを設置していただきました。そしてまた、積極的に取り組みをいただいておりますが、一つ心配がございますのが土地利用の方向性、これが明確に定まっていない道路機能のあり方でございます。当然ながら、この東日本大震災の教訓を糧に、防災機能、これを全面的にですね、打ち出していかれるものと私は理解はしております。まず、この東日本大震災以降、国土交通省でもですね、報道なんかによりますと、被災地の幹線道路や住宅地、港湾など、防災を重視した再配置、これをするように地方自治体に求めています。こうしたことをかんがみますとですね、跡地利用全般にわたっての道路機能は必要不可欠であると、このようにも思っております。そこでお聞きしたいんですが、草津川跡地利用の全線、特に防災機能を兼ねた道路機能の考え方についてお聞きをさせていただきます。",2011061725206,125206201106,,草津市,25206.0,1575.0,中島一廣,中島 一広 ,ナカジマ カズヒロ,63.0,男,,現職,無所属,,,,,0.0
4,行岡荘太郎,それでは、答弁を求めます。田中政策監。,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
5,田中成興,草津川跡地に計画する全線の防災機能を兼ね備えた道路についてのお尋ねでございますが、ことしのですね、5月に公表いたしました草津川跡地利用基本構想におきましては、「緑」、「歴史」、「防災」、「交通」の、この四つの機能を整備、強化することで、まちと暮らしに潤いを導く、緑豊かで魅力ある空間を創出していくということを土地利用の基本方針としたところでございます。特に防災につきましては、さきの東日本大震災、非常に大きな震災でございます。今も引き続き皆様大変な思いをされているということと存じますが、これを我々の身近なものとして受けとめまして、教訓としまして、今後、予測される大規模な災害に備えなければならないというふうに考えております。この草津川跡地整備におきましても、市民の憩いの空間であるとともに、非常時、緊急時におきましては、安全で安心できる防災空間、すなわち物資等の輸送空間、それから避難地としまして機能する構造を備えたものとしていかなければならないというふうに考えております。しかしながら、一方で、道路機能の方向性が定まっていない区間というものがございます。これにつきましては、今年度、基本計画、基本設計、これらを検討してまいるということにしておりますけれども、再度、市民の方々の意見を聞きながらですね、慎重に検討を進めてまいりたいというふうに考えております。,2011061725206,125206201106,,,,,,,,,,,,,,,,,
6,行岡荘太郎,中島議員。,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
7,中島一廣,今、政策監からですね、市民の声を聞くというお言葉もいただきました。今回、提案されております自治体基本条例の中でも、市民参加と情報公開、これが市政の基本となっておりますが、具体的な跡地利用、これを進めていく上でですね、当然、周辺地域の皆さんだけではなくですね、いわゆる市の財源が今のところではですね、約100億ほど必要やという規模の事業であることを考えますとですね、いわゆる周辺土地、隣接のですね、住民だけでなしにですね、幅広く市民参加を、市民の皆様の声を聞かんといかんということは、これは当然やと思うんですね。今、政策監がおっしゃった市民の声を聞くということですけども、ある面で市民参加を得ながら、それをどのような形の中でですね、市としてなされていくのか、その辺、お聞きしたいですので、よろしくお願いします。,2011061725206,125206201106,,草津市,25206.0,1575.0,中島一廣,中島 一広 ,ナカジマ カズヒロ,63.0,男,,現職,無所属,,,,,0.0
8,行岡荘太郎,答弁を求めます。田中政策監。,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
9,田中成興,計画策定の市民参加についてのお尋ねでございますが、現在、議案として提出しております自治体基本条例のこの案におきましては、市民生活に影響を与える重要な条例の制定及び市政の計画等を策定する場合においては、課題の発見、立案、評価等に係る意思決定過程での早い段階から市民参加の機会を設け、市民の意見が適切に反映されるよう努めなければならないというふうになっております。この草津川跡地利用の計画につきましても、この趣旨をしっかりと踏まえまして、これは本市に非常に大きな影響を及ぼす重要な計画でありますことから、幅広く市民の意見を聞く必要があるというふうに考えております。この5月に策定いたしました基本構想の策定段階におきましても、市民の代表者、それから公募で応募をいただきました方々を含めました「草津市草津川廃川敷地土地利用検討委員会」、これを設置いたしまして、あわせて市民アンケート、パブリック・コメントを実施し、広く市民の皆様の意見を聴取するように努めてまいったところでございます。さらに、今後、この基本構想を広く市民の皆様に周知するためにですね、13学区・地区の市民の皆様に説明会を開催させていただくということを考えているところでございます。これは、6月の15日、つい先日からでございますが、既に地元のほうへ入らせていただいておりまして、この7月9日までに順次回っていくことを予定しております。今年度におきましては、この基本構想を具体化するため、基本計画、基本設計ということを実施してまいりますが、新たな取り組みといたしまして、基本計画策定段階から草津川跡地整備後の活用や維持管理等の手法も含め、各種団体への意見聴取や段階に応じた各学区・地区への説明会というものを実施しながら、多くの市民の皆様の意見を計画に反映してまいりたいというふうに考えております。それから、学識経験者、地域の代表者、公募委員の皆様による検討委員会、これをまた設置いたしますとともに、啓発のための市民フォーラムを開催しながら、また市のほうでも広報、ホームページに掲載しながらですね、随時情報公開というものを進めてまいりたいというふうに考えております。,2011061725206,125206201106,,,,,,,,,,,,,,,,,
10,行岡荘太郎,中島議員。,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
11,中島一廣,これね、住民の皆さん、隣接の住民の皆さん、これ非常に大事だと思うんですけどね、草津市のですね、一大事業として、市民の皆さんの、幅広くですね、意見を聞いていただいた中でですね、早く立ち上げをしていただきたいなと思いますので、ひとつよろしくお願い申し上げたいと思います。問題はですね、市がイニシアティブをとりながら進めていくわけなんですけども、これはこの前も質問しましたんですけども、いわゆる県とのですね、共同というんか、県の協力がなかったら、これはなかなか進められないということを危惧しております。そこでですね、県との、いわゆる役割分担、これにつきましてはもうお考えやと思うんですけども、以前ですね、唐突的に県が草津川を売却しますというようなことの中で一件落着はいたしておりますんですけども、県との役割分担、これについてお聞きしたいんですが、お願いできますか。,2011061725206,125206201106,,草津市,25206.0,1575.0,中島一廣,中島 一広 ,ナカジマ カズヒロ,63.0,男,,現職,無所属,,,,,0.0
12,行岡荘太郎,田中政策監。,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
13,田中成興,県との役割分担についてのお尋ねでございますが、本市が事業主体として、この草津川跡地の利活用を進める上において、県の支援というものは非常に重要であると考えております。県から土地を取得するための用地費を含め、多額の事業費を要することにもなりますし、こういった財政支援も含めた相当の支援が必要であろうというふうに考えております。このため、県からの支援内容につきましては、昨年度来ですね、県のほうと事務レベルで協議を進めているところでございますが、県と市の役割分担や支援内容の基本的な考え方、この基本的な考え方を先行して詰めていきながらですね、基本計画策定の進捗状況、それから、県と市との予算等の編成の対応にあわせまして、しっかりと進めてまいりたいというふうに考えております。そしてですね、双方の役割分担と支援内容について、こういった時期にあわせて覚書等により、しっかり段階を踏んで前に進めていきたいというふうに考えております。,2011061725206,125206201106,,,,,,,,,,,,,,,,,
14,行岡荘太郎,中島議員。,2011061725206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
