,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,行岡荘太郎,皆さん、おはようございます。これより本日の会議を開き、直ちに日程に入ります。△〜日程第1．会議録署名議員の指名〜,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
1,行岡荘太郎,日程第1、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づき、4番西田剛議員21番木村辰已議員以上の両議員を指名いたします。△〜日程第2．議第40号から議第49号までの各議案に対する質疑および一般質問〜,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
2,行岡荘太郎,日程第2、これより、17日に引き続き、議第40号から議第49号までの各議案に対する質疑および一般質問を行います。それでは、発言通告書が提出されておりますので、順次、これを許します。まず、7番、棚橋幸男議員。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
3,棚橋幸男,おはようございます。本日一番目ということで、議長のほうから発言通告書の許可をいただきましたので質問させていただきます。草政会の棚橋幸男でございます。どうぞよろしくお願いいたします。初めに、協働のまちづくりの取り組みについて質問させていただきます。去る6月4日に、南笠東学区においては、「素敵な出会いみんなで創るまち南笠東」をみんなで演出しようとの思いで、今日まで設置されてきました「まちづくり推進委員会」をベースに、培ってきたまちを見詰め直し、身丈に合ったまちづくりのフィールドを整理することによって、まちの将来像を描き、バランスのとれた地域づくりを進めるために、まちづくりに必要な協力者を求めて、人と人とのきずなを大切にして、それぞれの団体が伸び伸びと活動し、いざというときに団結できる心豊かな風土を守り続けていくことを大切に、まちづくりを進めるだいご味を味わい、地域住民の皆様のまちづくりに対する熱い思いと活発な活動によって成長し、既にその機能を満たしているという判断に立たれ、「南笠東学区まちづくり協議会」が設立されました。今後、南笠東学区まちづくり協議会では、学区住民の合意形成を図り、行政との協働事業にも取り組むこととなるわけであります。そこで、昨年3月に取りまとめられました草津市協働のまちづくり行動計画では、まちづくり協議会を支えるための行政の中で、組織設立に向けた支援や運営における補助制度の確立などがうたわれております。特に、自己責任、自己決定の考えの中で、補助金の交付金化として各地域において独自のまちづくりが進められるよう、これまで個別に支出している補助金を可能なものにして一本化を進め、同時に交付金化することで地域の使途裁量権の拡大を図り、自己責任、自己決定のもと執行ができるよう制度化を進めることとなっています。今後、交付金化する方向で13学区・地区の足並みがそろうということが大前提になると思いますが、13学区・地区、地域すべての学区・地区でのまちづくり協議会ができる見通しはいつごろを想定されているのか、お尋ねいたします。,2011062025206,125206201106,,草津市,25206.0,2347.0,棚橋幸男,棚橋 幸男,タナハシ ユキオ,75.0,男,,現職,無所属,,,,1.0,0.0
4,行岡荘太郎,それでは、答弁を求めます。山元まちづくり協働部長。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
5,山元宏和,13学区・地区すべてにおいて、まちづくり協議会ができる見通しについてのお尋ねでございますが、現在、市内13学区・地区のうち、草津学区、南笠東学区の二つの地域におきまして、まちづくり協議会が設立されているところであり、六つの地域におきまして設立準備委員会を設置され、本年度中にまちづくり協議会を設立すべく取り組みを進められているところであります。また、残りの五つの地域におきましても、設立準備委員会の設立に向けた取り組みや学習会を開催されており、まちづくり協議会の設立に向けた機運の醸成に向け鋭意取り組みをいただいているところであります。このような中で、まちづくり協議会の設立につきましては、各地域それぞれの事情や背景を踏まえつつ、地域での取り組みや住民の理解などを判断されて設立されますことから、すべての学区・地区におけるまちづくり協議会が設立される時期は明確ではございませんが、市といたしましては、草津市協働のまちづくり行動計画に基づき、平成25年度をめどに設置されるよう、学区・地区自治連合会を初め、地域の皆様とともに取り組んでまいりたいと考えているところでございます。,2011062025206,125206201106,,,,,,,,,,,,,,,,,
6,行岡荘太郎,棚橋議員。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
7,棚橋幸男,ありがとうございます。25年までに、残り11学区、正確には5学区が、そのところに足並みをそろえていただくということになるということのお答えをいただいたわけです。どうぞ各学区においても速やかに、このところに取り組んでいかれるものと思いますけども、各学区・地域・地区におきまして、まちづくり協議会の設置が進むと、当然、市民センターの役割は大きくなると思います。人や施設も含めて、市民センターの充実が必要不可欠になるものであると思います。市民センターの充実に向けまして、まちづくり協議会の設置に関連して、具体的にどのような形で、いつごろを考えておられるのか、お尋ねいたします。,2011062025206,125206201106,,草津市,25206.0,2347.0,棚橋幸男,棚橋 幸男,タナハシ ユキオ,75.0,男,,現職,無所属,,,,1.0,0.0
8,行岡荘太郎,答弁を求めます。山元まちづくり協働部長。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
9,山元宏和,市民センターの充実について、具体的にどのような形で、いつごろを考えているのかとのお尋ねでございますが、市民センターはまちづくり協議会の活動の拠点としておりますことから、人的な充実といたしましては、今年度より、市民センターの嘱託職員5名のうち、2名の職員をまちづくり協議会の事務局を支援する職員として位置づけいたしまして、センター所長を先頭に、まちづくり協議会の設立や運営に向けまして取り組んでいるところでございます。また、今後のまちづくり協議会の活動を進めるためには、事務局のスペースも必要と考えまして、まちづくり協議会の会長や設立準備委員会の会長によりまして構成しております「草津市まちづくり協議会連絡会」におきまして、それぞれの市民センターの状況を踏まえ、事務局の場所等について協議を進めているところでございます。,2011062025206,125206201106,,,,,,,,,,,,,,,,,
10,行岡荘太郎,棚橋議員。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
11,棚橋幸男,ぜひともよろしくお願いしたいんですけども、13学区、207町内会、こういうとこを見ますと、本当にこの今のまちづくり協議会、このところが総合部局的な立場というものも必要かなというようなことも考えているところでもあります。ぜひこのところも、いま一度、みんなで考えた中での体制というもので臨んでいただければというのを考えております。次に、まちづくり協議会は、町内会、自治連が中心となって、各種団体も参加いただいた中で、より顔の見える関係と交流を深め、地域の課題を地域で迅速に解決できるような仕組みづくりを行うものであると思います。今議会に提案されています草津市自治体基本条例については、自治体という言葉にもありますように、基本的には、市民、行政、議会の関係の中で市政運営をどのように進めていくかというものを定めるものでありますが、市民の権利ということに特化していくところに負うところがあります。やはり、よいまちづくりを築いていくというものは、市民も、議会も、行政も一緒に知恵を出し、一緒に汗をかかなければ、地域やまちに愛着や誇りというものが芽生えてこないと思います。権利の主張だけではなく、義務というか、一緒に汗をかいてもらう、このことが重要であると考えます。そういった意味で、例えば他市でもたくさん、このお隣の福井などでも取り組まれております協働のまちづくりに特化した「市民協働の推進に関する条例」も必要ではないかと考えますが、これらの取り組みについての考えをお聞きいたします。,2011062025206,125206201106,,草津市,25206.0,2347.0,棚橋幸男,棚橋 幸男,タナハシ ユキオ,75.0,男,,現職,無所属,,,,1.0,0.0
12,行岡荘太郎,答弁を求めます。山元まちづくり協働部長。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
13,山元宏和,市民協働の推進に関する条例化に向けてのお尋ねでございますが、本市におきましては、協働のまちづくりを進めるため、平成20年に、対等の原則、自主・自立の原則、相互理解の原則、共有の原則、公開の原則、評価の原則の六つの基本原則を定めました「草津市協働のまちづくり指針」を策定し、市民の皆様と行政とが協働のまちづくりを進め、住民自治を構築すべく取り組んでいるところでございます。市民の皆様と行政がよきパートナーとして協働のまちづくりを進めていくためには、お互いが自立し、六つの基本原則を共通の認識として、役割分担を明確にしながら、共通の目的に向かって力を合わせることが一番大切であると考えているところでございます。今議会におきまして上程させていただいております「草津市自治体基本条例案」におきましても、市民との協働や協働の推進など、協働のまちづくりの基本的な考え方をお示しさせていただいておりまして、協働のまちづくりに当たりましては、協働のまちづくり指針に基づき、市民の皆様とともに協働により進めてまいりたいと考えておりますので、御理解いただきますよう、よろしくお願い申し上げます。,2011062025206,125206201106,,,,,,,,,,,,,,,,,
14,行岡荘太郎,棚橋議員。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
15,棚橋幸男,ぜひよろしくお願いしたいと思います。まちづくり協議会と行政との関係についてですけども、当然、まちづくり協議会と行政の関係については、適切な協力関係のもとに支え合いながら、市民と行政による協働のまちづくりを実現し、地域コミュニティの充実・強化を図り、地域が主体となって地域の身近な課題を解決できる地域社会を築くことだと考えております。そこで、既に設置しておられます「草津学区ひと・まちいきいき協議会」や南笠東学区まちづくり協議会、さらには、先ほども答弁いただきましたように、今後、各学区・地域で設置されるまちづくり協議会と行政はどのような信頼関係を築いていこうとされているのか、お尋ねいたします。,2011062025206,125206201106,,草津市,25206.0,2347.0,棚橋幸男,棚橋 幸男,タナハシ ユキオ,75.0,男,,現職,無所属,,,,1.0,0.0
16,行岡荘太郎,答弁を求めます。山元まちづくり協働部長。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
17,山元宏和,各学区まちづくり協議会の主催による後援の質問ということで理解させていただいてよろしいでしょうか。まちづくりの関係ということでございますので、地域とは、協働のまちづくりの関係ということで、お互いが理解し合いながら、お互いの役割を果たし合い、地域のまちづくりをつくり上げていくということで関係づくりをしていこうと、こういうふうに考えておりますので、よろしくお願い申し上げます。,2011062025206,125206201106,,,,,,,,,,,,,,,,,
18,行岡荘太郎,棚橋議員。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
19,棚橋幸男,ちょっとごめんなさいね、すんませんでございます。当然、そうであるべきだと思うんですけども、そこで、今、部長のほうからちょっと声があったんですけども、なぜ改めて今のこのようなことを確認、質問をいたしましたかということは、先般、この関係で南笠東学区まちづくり協議会主催によりますところの南笠東学区スポーツ交流広場、これは協議会を立ち上げてから初めてやる事業でございます。これを6月26日、このところに開催するに当たりまして、草津市の教育委員会に後援を依頼をされました。そこで、こうした学区まちづくり協議会主催による事業の後援のあり方について、簡潔かつ積極的に後援いただけるルール等が必要だと考えます。このことについて前向きな回答というんですか、こういうとこをお願いしたいし、先ほどもちょっと感じるというところで申させていただいたところもあるんですけども、総合部局でとらえるとするなら、このところに見合った体制づくり、こういうものが必要だと考えます。現在の体制からすれば、先ほど、まちづくりのほうの部長のお答えもあったんですけども、答弁の先は教育委員会、生涯学習、ここら辺になるんじゃないかな、このようにも思うところでもございます。どうぞ、このところの御回答をよろしくお願いいたします。,2011062025206,125206201106,,草津市,25206.0,2347.0,棚橋幸男,棚橋 幸男,タナハシ ユキオ,75.0,男,,現職,無所属,,,,1.0,0.0
20,行岡荘太郎,答弁を求めます。山元まちづくり協働部長。,2011062025206,125206201106,,草津市,25206.0,1893.0,行岡荘太郎,行岡 荘太郎,ユキオカ ソウタロウ,48.0,男,,現職,無所属,,1.0,,,0.0
21,山元宏和,各学区まちづくり協議会の主催による事業の後援に係るルールづくりについてのお尋ねでございますが、現在、市が後援させていただく場合は、その事業内容等が公共性がある場合に、申請書や必要な書類の提出などの所定の手続を経て後援をさせていただき、事業の終了後に、その報告を求めているところでございます。まちづくり協議会は、地域を代表する住民の方々による自治組織であり、市と対等な立場で協働のまちづくりを進めていく上においてのパートナーとなる組織であると考えております。このことから、まちづくり協議会が実施される事業につきましては、そこに住んでおられる住民の方々のために実施されるものでありますことから、公共性があることはもちろんのこと、市といたしましても、でき得る限りの支援を行うことが必要であると認識いたしております。今後、まちづくり協議会が主催される事業において後援の御依頼があった場合には、できる限り簡潔に対応できるように、そのルールづくりにつきましても検討してまいりたいと、このように考えておりますので、御理解賜りますよう、よろしくお願い申し上げます。,2011062025206,125206201106,,,,,,,,,,,,,,,,,
