,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,大崎恭義,皆さん、おはようございます。初めに、市民憲章の唱和を行いたいと思います。恐れ入りますが、議員の皆様、執行部の皆様、傍聴席におられる皆様方の御起立をお願いいたします。＜全員起立＞,2011101925206,125206201110,,,,,,,,,,,,,,,,,
1,大崎恭義,私が「一つ」と申し上げますので、その後に続いて、大きな声で御唱和をいただきたいと思います。よろしくお願いいたします。市民憲章私たち草津市民は、一つ、古い歴史にとけあった新しい文化をつくり、住みよいまちをきずくためにあたたかい心を持ちあって、ともにあすへの歩みを進めましょう。一つ、豊かな生産に努めましょう。一つ、高い教養を伸ばしましょう。一つ、明るい環境を整えましょう。一つ、良い風習を育てましょう。どうもありがとうございました。どうぞ御着席願います。開会午前10時00分,2011101925206,125206201110,,,,,,,,,,,,,,,,,
2,清水正樹,皆さん、おはようございます。これより、平成23年10月草津市議会定例会を開会し、直ちに本日の会議を開きます。これより、日程に入ります。△〜日程第1．会議録署名議員の指名〜,2011101925206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
3,清水正樹,日程第1、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づき、5番小野元嗣議員20番奥村恭弘議員以上の両議員を指名いたします。△〜日程第2．諸般の報告〜,2011101925206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
4,清水正樹,日程第2、諸般の報告をいたします。地方自治法等の規定に基づき、草津市コミュニティ事業団に係る経営状況説明書類、及び、南草津駅東口土地信託事業に係る経営状況説明書類等が議会に提出されましたので、別途送付、またはお手元に配付いたしておきました。次に、本定例会の説明員として、お手元に配付いたしておきました文書のとおり、あらかじめ出席を求めておきましたので、御了承願います。△〜日程第3．会期の決定〜,2011101925206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
5,清水正樹,日程第3、会期の決定の件を議題といたします。お諮りいたします。今期定例会の会期は、本日から11月14日までの27日間といたしたいと思います。これに御異議ございませんか。〔「異議なし」と呼ぶ者あり〕,2011101925206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
6,清水正樹,御異議なしと認めます。よって、今期定例会の会期は、本日から11月14日までの27日間と決定いたしました。次に、市長より議案が提出されておりますので、事務局長より報告いたします。事務局長。,2011101925206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
7,大崎恭義,草総発第1508号平成23年10月19日草津市議会議長清水正樹様草津市長橋川渉 議案の提出についてこのことについて、地方自治法（昭和22年法律第67号）第149条第1号の規定に基づき、本日開会の草津市議会定例会に別添のとおり議案を提出します。議第58号平成22年度草津市一般会計歳入歳出決算他25件以上。△〜日程第4．議第58号から議第83号まで〜,2011101925206,125206201110,,,,,,,,,,,,,,,,,
8,清水正樹,日程第4、議第58号から議第83号までの議案26件を一括議題といたします。事務局長より議件を報告いたします。事務局長。,2011101925206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
9,大崎恭義,議第58号平成22年度草津市一般会計歳入歳出決算他決算認定11件議第70号平成23年度草津市一般会計補正予算（第2号）他補正予算6件議第77号草津市スポーツ振興審議会に関する条例の一部を改正する条例案他条例案3件議第81号契約の変更につき議決を求めることについて他一般議案2件以上。,2011101925206,125206201110,,,,,,,,,,,,,,,,,
10,清水正樹,提案者の説明を求めます。橋川市長。,2011101925206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
