,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,清水正樹,皆さん、おはようございます。これより、本日の会議を開き、直ちに日程に入ります。△〜日程第1．会議録署名議員の指名〜,2011120925206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
1,清水正樹,日程第1、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づき、10番西田操子議員14番久保秋雄議員以上の両議員を指名いたします。△〜日程第2．議第86号から議第114号までの各議案に対する質疑および一般質問〜,2011120925206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
2,清水正樹,日程第2、これより議第86号から議第114号までの各議案に対する質疑および一般質問を行います。それでは、発言通告書が提出されておりますので、順次、これを許します。まず、20番、奥村恭弘議員。,2011120925206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
3,奥村恭弘,皆さん、おはようございます。市民派クラブの奥村恭弘でございます。市民派クラブの一員といたしまして、今11月定例会に上程されました議案並びに市政全般にわたっての一般的な質問を行わさせていただきます。まず初めに、きょうの朝、たまたまある方とお話をさせていただいていたときに、こういうことを言われました。これは、ある小説がＮＨＫのドラマに変わっていっているわけなんですけれども、余りにも正確に、そして着実にというか、物事が書かれた小説でございますので、それを映画・ドラマ化にするということはですね、非常に難しいと。こういった内容があるにもかかわらずですね、しばらくそれはＮＨＫの大河ドラマ化、大河ドラマというか、ドラマ化になってなかったんですが、この12月の年末にドラマ化がされた司馬遼太郎の小説であるという話だったんですが、いろいろと話をさせていただいた中に、書かれた物であったりとか、そういったものを忠実に再現すること、そしてまた、それを読み取っていくことがですね、いかに難しいかということをですね、きょうの話の中で感じることができました。きょう質問をさせていただきますけれども、実際に冊子を読ませていただいたり、また内容を勉強させていただいたりして話をさせていただきますけれども、直に対応することによって、そのことがですね、さらに新たな発見であったり、新たな見出しができるんじゃないかというふうな思いを持っておりますので、ぜひともよろしくお願い申し上げたいと思っているところでもあります。それでは、通告に従いまして質問を行わせていただきます。草津市におけるスポーツ振興について、お伺いをいたします。だれもが、いつまでも健康でいられ、生き生きと暮らしていける社会は、私たちの望みであると思います。そのために健康でいられる体と精神づくりが大切であり、生涯を通じていそしむことのできる運動、スポーツを見つけることが大切です。日本人におけるスポーツは、これまで競技スポーツを中心に成り立ってきたと思います。小学校のクラブ活動から始まり、中学校での部活動、高校・大学における、さらにレベルの高い運動部に所属し、自分自身の限界に挑戦しながら、全国大会や世界大会へ夢を追い続ける人たちもいます。そして、その後は学校に戻り教職員としてみずから教育者となる者、指導者となり生徒、学生の指導を行う者もいます。また、社会の実業団などの中で、さらに活動を行い、自身の目標に向かって活動する人たち、プロ選手として仕事として携わる人たちもいます。現在、地域社会において、さまざまに活動できる環境が整備されている反面、中学校、高校における部活動を行う生徒、学生数が減少し、部活動クラブ数においても、競技によっては減少するという事態になっております。また、社会人が活動する実業団等も、現在の社会情勢からか減少が進んでおり、このことからも社会全体でスポーツに関する政策・施策が進んできた経過があります。その一つが、総合型地域スポーツクラブであり、草津市においては、平成20年、2008年2月に、くさつ健・交クラブが活動を開始されています。さて、皆様も御存じのとおり、政府は昭和36年に制定されたスポーツ振興法を、本年、平成23年6月、議員立法によりスポーツ基本法に改正・公布、8月に施行し、スポーツに関して踏み込んだ法律が制定されました。昭和36年に制定されたスポーツ振興法は、3年後の昭和39年に行われた東京オリンピックに焦点を合わせて制定されたものであると思われます。スポーツ振興法が策定されてから50年が経過し、策定された当時と現在とでは、先ほど申し上げましたとおり、社会情勢も大きく変わり、スポーツに関する考え方、価値観が変化を遂げています。さまざまなスポーツがアマチュアからプロ化への道をたどり、その一例がサッカー、フットボールのＪリーグ化、プロサッカー化であります。その他の競技においても、実業団等の会社とプロ契約し、スポーツ活動をする形態がつくられてまいりました。スポーツ基本法について、文部科学省のホームページ及びパンフレットによると、目的としてスポーツに関し基本理念を定め、並びに国及び地方公共団体の責務並びにスポーツ団体の努力等を明らかにするとともに、スポーツに関する施策の基本となる事項を定めることにより、スポーツに関する施策を総合的かつ計画的に推進し、もって国民の心身の健全な発展、明るく豊かな国民生活の形成、活力ある社会の実現及び国際社会の調和ある発展に寄与することとしています。草津市においては、平成23年4月に草津市スポーツ振興計画が策定されました。その趣旨は、スポーツの持つ可能性を探求し、だれもが生涯にわたって、それぞれのニーズに応じてスポーツとかかわり合い、スポーツ大好き、草津大好きと思える、健康的で人との触れ合いや、つながりのある豊かなまちとスポーツライフを創造するためであると述べられています。草津市スポーツ振興計画は、草津市のスポーツ振興に関する方針を位置づけたものであり、策定するに当たっては、国・県のスポーツ振興に対する動向を注視、参考にされていると思いますが、1点目といたしまして、草津市スポーツ振興計画には、スポーツ基本法の趣旨・理念がどのように組み入れられているのか、お伺いいたします。,2011120925206,125206201111,,草津市,25206.0,2337.573,奥村恭弘,奥村 やすひろ,オクムラ　ヤスヒロ,47.0,男,,現職,無所属,市民派クラブ,,,,0.0
4,清水正樹,それでは、答弁を求めます。利倉教育部長。,2011120925206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
5,利倉章,草津市スポーツ振興計画にスポーツ基本法の趣旨・理念がどのように組み入れられているかとのお尋ねでございますが、計画策定の時点でスポーツ基本法は制定されておりませんでしたけれども、その制定に向けた国の議論の内容は随時把握に努め、スポーツ振興計画の中に反映いたしました。また、スポーツ振興計画の策定作業のさなかに、スポーツ基本法の考え方の骨子となるスポーツ立国戦略が策定されましたことから、これも踏まえて策定作業に当たったところでございます。その結果として、「ライフステージに応じたスポーツ機会の創造」、「スポーツ界の連携・協働」、「生涯にわたる自主的なスポーツ活動」、「学校、スポーツ団体、家庭及び地域における活動の相互の連携」など、スポーツ基本法に示された多くの観点を計画に組み入れたところでございます。,2011120925206,125206201111,,,,,,,,,,,,,,,,,
6,清水正樹,奥村議員。,2011120925206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
7,奥村恭弘,ありがとうございます。スポーツ基本法では、地方公共団体の責務として、基本理念にのっとり、スポーツに関する施策に関し、国と連携を図りつつ、自主的かつ主体的に、その地域の特性に応じた施策を策定し、及び実現する責務を有すると、法の第4条の中でもうたっているということでございますし、先ほど申されていましたとおりですね、法は策定されてなかったけれども、その情報をしっかりと入手いただきながら、この振興計画には反映されているということで確認をさせていただいたところでもございます。次に、2点目といたしまして、草津市の考える地域の特性に応じた施策を策定し、及び実現する責務について、この部分をですね、お伺いをさせていただきたいと思います。,2011120925206,125206201111,,草津市,25206.0,2337.573,奥村恭弘,奥村 やすひろ,オクムラ　ヤスヒロ,47.0,男,,現職,無所属,市民派クラブ,,,,0.0
8,清水正樹,利倉教育部長。,2011120925206,125206201111,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
9,利倉章,地域の特性に応じた施策を策定し、実現する責務についてでございますが、草津市スポーツ振興計画では、“ＡＬＬくさつ”の実現と「くさつモデル」の構築を基本方針に掲げております。“ＡＬＬくさつ”の実現につきましては、高校や大学などの高等教育機関やプロを含めた民間のスポーツクラブなど、積極的にスポーツ活動に取り組んでおられる市内の団体等の力を生かしたスポーツ推進を目指すこととしております。「くさつモデル」の構築につきましては、目的や年齢層など、ねらいを絞り込んだスポーツイベントの開催や、立命館大学スポーツ健康科学部との連携事業など、本市の特性に応じた施策の実施を位置づけているところでございます。,2011120925206,125206201111,,,,,,,,,,,,,,,,,
