,speaker,statement,kaigi_id,teirei_id,giin_id,city_name,jiscode,num_votes,name,name_senkyo,kana,age,gender,title,new_and_old,party,kaiha,gicho,gicho_sub,kansa,shicho_or_giin
0,清水正樹,皆さん、おはようございます。これより、本日の会議を開き、直ちに日程に入ります。△〜日程第1．会議録署名議員の指名〜,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
1,清水正樹,日程第1、会議録署名議員の指名を行います。会議録署名議員は、会議規則第81条の規定に基づき、8番行岡荘太郎議員16番西村隆行議員以上の両議員を指名いたします。△〜日程第2．議第58号から議第83号までならびに請願第3号〜,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
2,清水正樹,日程第2、各委員長から委員会審査報告書が提出されておりますので、議第58号から議第83号までの各議案、ならびに請願第3号を一括議題とし、各委員長の報告を求めます。まず、総務常任委員長、奥村恭弘議員。,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
3,奥村恭弘,登壇皆さん、おはようございます。本定例会において、総務常任委員会に付託を受けました案件1件について、去る11月1日、午前9時30分から委員会を開会し、慎重に審査を行いました結果の御報告を申し上げます。議第81号、契約の変更につき議決を求めることについては、全員賛成で原案のとおり可決すべきものと決しました。以上をもって、本定例会におきまして総務常任委員会に付託を受けました案件1件の審査の結果について、御報告を終わります。何とぞ、議員各位の御賛同を賜りますよう、よろしくお願いいたします。,2011111425206,125206201110,,草津市,25206.0,2337.573,奥村恭弘,奥村 やすひろ,オクムラ　ヤスヒロ,47.0,男,,現職,無所属,市民派クラブ,,,,0.0
4,清水正樹,次に、文教厚生常任委員長、西田剛議員。,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
5,西田剛,登壇本定例会におきまして、文教厚生常任委員会に付託を受けました案件3件について、去る11月1日、午前9時30分から委員会を開会し、慎重に審査を行いました結果の御報告を申し上げます。議第77号、草津市スポーツ振興審議会に関する条例の一部を改正する条例案、議第78号、草津市災害弔慰金の支給等に関する条例の一部を改正する条例案、以上2件は、いずれも全員賛成で原案のとおり可決すべきものと決しました。次に、請願の審査の結果を御報告申し上げます。請願第3号、老上小学校の分離・新設で子どもたちにのびのびとした教育環境を求める請願書、以上1件は、全員賛成で採択すべきものと決しました。以上をもって、本定例会におきまして文教厚生常任委員会に付託を受けました案件3件の審査の結果について、報告を終わります。何とぞ、議員各位の御賛同を賜りますよう、よろしくお願いいたします。,2011111425206,125206201110,,草津市,25206.0,1474.73,西田剛,西田 つよし,ニシダ　ツヨシ,50.0,男,,現職,無所属,草政会,,,,0.0
6,清水正樹,次に、産業建設常任委員長、木村辰已議員。,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
7,木村辰已,登壇皆さん、おはようございます。本定例会におきまして、産業建設常任委員会に付託を受けました案件4件について、去る11月2日、午前9時30分から委員会を開会し、慎重に審査を行いました結果の御報告を申し上げます。議第79号、草津市立市民交流プラザ条例の一部を改正する条例案、議第80号、草津市道路占用料条例の一部を改正する条例案、議第82号、市道路線の認定につき議決を求めることについて、議第83号、市道路線の廃止につき議決を求めることについて、以上4件は、いずれも全員賛成で原案のとおり可決すべきものと決しました。以上をもって、本定例会におきまして産業建設常任委員会に付託を受けました案件4件の審査の結果について、報告を終わります。何とぞ、議員各位の御賛同を賜りますよう、よろしくお願い申し上げます。,2011111425206,125206201110,,草津市,25206.0,2104.0,木村辰已,木村辰已,キムラ　タツミ,64.0,男,,現職,自由民主党,新生会,,,,0.0
8,清水正樹,次に、予算審査特別委員長、竹村勇議員。,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
9,竹村勇,登壇本定例会におきまして、予算審査特別委員会に付託を受けました案件7件につきまして、去る11月4日、午前9時30分から委員会を開会し、慎重に審査を行いました結果を御報告申し上げます。議第70号、平成23年度草津市一般会計補正予算（第2号）、議第71号、平成23年度草津市国民健康保険事業特別会計補正予算（第1号）、議第72号、平成23年度草津市財産区特別会計補正予算（第1号）、議第73号、平成23年度草津市学校給食センター特別会計補正予算（第1号）、議第74号、平成23年度草津市介護保険事業特別会計補正予算（第1号）、議第75号、平成23年度草津栗東休日急病診療所特別会計補正予算（第1号）、議第76号、平成23年度草津市後期高齢者医療特別会計補正予算（第1号）、以上7件は、いずれも全員賛成で原案のとおり可決すべきものと決しました。以上をもって、本定例会におきまして予算審査特別委員会に付託を受けました案件7件の審査の結果について、御報告を終わります。何とぞ、議員各位の御賛同を賜りますよう、よろしくお願いいたします。,2011111425206,125206201110,,草津市,25206.0,1579.0,竹村勇,竹村　勇,タケムラ　イサム,66.0,男,,現職,無所属,草政会,,,,0.0
10,清水正樹,次に、決算審査特別委員長、西村隆行議員。,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
11,西村隆行,登壇おはようございます。決算審査特別委員会委員長の西村でございます。昨年度、決算審査特別委員会を設置いたしまして、従来の各常任委員会への分割付託・審査から特別委員会への一括付託・審査へと、審査方法の変更に取り組みましてから2度目の審査に当たりまして、今年度は特に活発な委員間討議となるよう、その運営に心がけたところでございます。本定例会におきまして、決算審査特別委員会に付託を受けました案件12件について、去る11月7日、午前9時30分から委員会を開会し、同8日及び9日にも午前9時30分から委員会を再開し、慎重に審査を行いました結果の御報告を申し上げます。議第58号、平成22年度草津市一般会計歳入歳出決算、議第59号、平成22年度草津市国民健康保険事業特別会計歳入歳出決算、以上2件は、いずれも賛成多数で原案のとおり認定すべきものと決しました。議第60号、平成22年度草津市財産区特別会計歳入歳出決算、議第61号、平成22年度草津市住宅新築資金等貸付事業特別会計歳入歳出決算、議第62号、平成22年度草津市学校給食センター特別会計歳入歳出決算、議第63号、平成22年度草津市公共下水道事業特別会計歳入歳出決算、議第64号、平成22年度草津市老人保健事業特別会計歳入歳出決算、議第65号、平成22年度草津市駐車場事業特別会計歳入歳出決算、議第66号、平成22年度草津市介護保険事業特別会計歳入歳出決算、議第67号、平成22年度草津栗東休日急病診療所特別会計歳入歳出決算、議第68号、平成22年度草津市後期高齢者医療特別会計歳入歳出決算、議第69号、平成22年度草津市水道事業会計決算を認定に付することについて、以上10件は、いずれも全員賛成で原案のとおり認定すべきものと決しました。以上をもちまして、本定例会におきまして決算審査特別委員会に付託を受けました案件12件の審査の結果について、御報告を終わります。何とぞ、議員各位の御賛同を賜りますよう、よろしくお願い申し上げます。,2011111425206,125206201110,,草津市,25206.0,2018.0,西村隆行,西村 たかゆき,ニシムラ　タカユキ,56.0,男,,現職,公明党,公明党,,,,0.0
12,清水正樹,以上で、各委員長の報告は終わりました。これより、各委員長の報告に対する質疑を行います。ただいまのところ通告はございません。質疑はございませんか。〔「なし」と呼ぶ者あり〕,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
13,清水正樹,質疑なしと認めます。よって、質疑を終結いたします。次に、討論を行います。ただいまのところ通告はございません。討論はございませんか。久保議員、討論を許します。,2011111425206,125206201110,,草津市,25206.0,1941.0,清水正樹,清水　正樹,シミズ　マサキ,60.0,男,,現職,無所属,草政会,1.0,,,0.0
